text,video_title,video_id,likes
تو این روزگاری که کسی تا پول ندی جواب سلامت رو نمیده اینکه شما اینطور دانشتون رو نشر میدین واقعا جای قدردانی داره سپاس بیکران,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,1200
واقعا خیلی مردی که به جای اینکه این دوره هارو خداد تومن بفروشی رایگان میزاری فوق العاده ای منم چنلتو به کلی از دوستام معرفی کردم بیان عشق کنن دمت گرم,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,481
بسیار عالی بود خدا خیرتون بده که به جوونای این مملکت کمک میکنید ایشالا هرچی که میخواهید خدا بهتون بده و عاقبت بخیر بشوید,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,1000
عالیه ولی اگر ممکنه دوره پروژه محور هم بزارید که پروژه های کاربردی توش باشه,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,0
بی نقص توی یک ساعت اندازه ی یک ماه آموزشگاه رو بهترش رو درس میدین🎉😂❤,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,66
چندین آموزش پایتون دیدم. به جرات میگم کامل کامله و بسیار عالی آموزش داده شده.,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,276
عالی و کاملا مناسب برای افرادی که تازه میخوان شروع کنن . فقط کاش یک جزوه هم قرار میدادید تا این اثر فوق‌العاده تکمیل میشد,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,18
اگر کاملاً مبتدی و صفر کیلومتر هستید، پیشنهاد می‌کنم این ویدیو رو به‌عنوان دوره‌ی اولتون نبینید. اوایل ویدیو مطالب قابل فهمه، اما هرچی مباحث سخت‌تر می‌شن، توضیحات و مثال‌ها کافی نیستن و ممکنه خیلی از مطالب رو متوجه نشید. برای کسی که هیچ پیش‌زمینه‌ای از پایتون نداره، آموزش روان و کاملی نیست.,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,2
‏‪10:30:29‬‏ جالبه الان ۲۰۲۵ هستیم و دارم ویدیوتون رو میبینم ، ممنون❤,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,80
فوق‌العاده بود من به هرکی که خواست برنامه نویسی شروع کنه اول شمارو معرفی کردم بهش,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,117
من دارم از ۲۰۲۶ میبینم و واقعا عالیه کلی ازتون یاد گرفتم ، امیدوارم بتونم حرفه ای بشم توش و به ثمر برسونم,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,16
سلام استاد اگه میشه یک دوره جنگو برای پایتون ضبط کنید به نظرم مخاطب زیادی داره مخصوصا الان که این دوره پایتون شما هفتصد هزار مرتبه دیده شده بنظرم از جنگو هم استقبال زیادی میشه,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,14
من الان کامنتارو خوندم، کاشکی واقعا عالی باشی استاد,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,4
چه ایده خوبی که تو یک ویدیو تموم میکنی داستان رو اولین نفی هستی که به این سبک درس میدی دم شما گرم,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,139
بین تمام اموزش هایی که دیدم توی این چند ساله .شما جدای از اینکه کامل تر و واضح تر توضیح دادین. اومدی بصورت کامل و از صفر تا صد هم در اختیار مون قرار دادین این اطلاعات رو .ممنون بابت اموزش خوبتون و حسن نیت تون,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,24
خیلی عالی بود کلی یاد گرفتم به جرأت می‌توانم بگم در مقایسه با بقیه ویدیو های اموزش پایتون این کامل ترین و ساده ترین و بهترین اموزشی بود که دیدم، خیلی زحمت کشیدی... ممنون و خسته نباشید.,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,48
سال 2026 و مسیر تحلیلگری داده که من رو به مسیر جذاب برنامه نویسی و پایتون رسوند. سپاس فراوان از شما به خاطر به اشتراک گذاری با ارزش ترین دارایی تان یعنی دانش 💙,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,1
استاد عزیز من توی 4 ماه ویدیو شما را کامل نگاه کردم و چندین اموزش پایتون دیده بودم به جرعت می تونم بگم ویدیو شما هم کامل و کوتاه بود و این که اومیدوارم یه روز بتونم جبران کنم خیلی ازتون سپاس گزارم که این اموزش ها رایگان در اختیار جوانان کشورمون گزاشتی و می تونیم استفاده رایگان کنیم بازم ازتون سپاس گزارم,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,2
خیلی ممنون عالیه کامل ترین کانال آموزش برنامه نویسی❤,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,10
سلام، ممنونم از این آموزش کامل و جامع و بی حاشیه که باعث می شود هنرجو بدون فکر اضافه برنامه نویسی را فرا بگیرد، خدا قوت قهرمان,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,5
داداش دمت گرم کی وقت کردی این همه نرم افزار یاد بگیری ;-),آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,13
دمت گرم من تا الان ۲ ساعتش رو دیدم خیلی حرفه کاملا مسلط و بر مبنای رفرنس درس میدی بدون دروغ و گیج کردن صادقانه و صحیح یاد میدی آفرین بر تو من واقعا نیاز دارم یاد بگیرم و با وجود این آموزش استرسم از بین رفته و میدونم دارم اصولی و بر مبنای اصلی یاد میگیرم به جا اینکه چند سال از عمرم بگذره و ندونم چیزی که یاد گرفتم به درد نمیخوره از تو بهترین و درست ترین رو یاد میگیرم,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,14
سلام.من این دوره رو از اول تا آخر توی 5 ماه دیدم.همین الان هم تمومش کردم.به عنوان یک فرد زیر 15 سال به جرات میتونم بگم مفاهیم و شیوه ی تدریس فوووق العاده بود.,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,16
خسته نباشی اصلا خسته کننده نیست یه ساعته با لذت دارم میبینم😂,آموزش برنامه نویسی پایتون از مقدماتی تا پیشرفته ( صفر تا صد ,_EHmnmGVSDI,19
